,CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment
38,17068.0,11,3,297,1,4531.340000000004,1,5,High-Value
39,15194.0,2,3,326,1,7521.169999999997,1,5,High-Value
40,17735.0,1,3,690,1,13110.019999999991,1,5,High-Value
41,14733.0,8,3,216,1,9451.539999999997,1,5,High-Value
42,13319.0,4,3,500,1,10664.33999999999,1,5,High-Value
43,15498.0,0,3,523,1,12396.459999999994,1,5,High-Value
44,13488.0,16,3,427,1,8910.609999999999,1,5,High-Value
45,17675.0,0,3,721,1,20098.09999999997,1,5,High-Value
46,12839.0,2,3,316,1,5583.620000000003,1,5,High-Value
47,13078.0,0,3,380,1,12432.279999999997,1,5,High-Value
48,13267.0,2,3,224,1,4404.440000000001,1,5,High-Value
49,13050.0,8,3,422,1,5684.610000000003,1,5,High-Value
50,16779.0,1,3,344,1,10454.04999999999,1,5,High-Value
51,13599.0,0,3,264,1,5030.5999999999985,1,5,High-Value
52,17706.0,3,3,395,1,10097.369999999995,1,5,High-Value
53,16525.0,1,3,200,1,11895.570000000007,1,5,High-Value
54,17975.0,14,3,297,1,4393.6100000000015,1,5,High-Value
55,16558.0,0,3,474,1,8257.04000000001,1,5,High-Value
56,16713.0,18,3,632,1,6840.230000000009,1,5,High-Value
57,14051.0,0,3,215,1,15477.33999999999,1,5,High-Value
58,13113.0,0,3,280,1,10510.000000000007,1,5,High-Value
59,17340.0,8,3,424,1,11891.179999999997,1,5,High-Value
60,16700.0,8,3,312,1,5040.000000000003,1,5,High-Value
61,15358.0,4,3,561,1,8234.799999999992,1,5,High-Value
62,15856.0,3,3,653,1,16173.670000000002,1,5,High-Value
63,13102.0,0,3,310,1,6336.290000000001,1,5,High-Value
64,13969.0,6,3,633,1,8986.69,1,5,High-Value
65,15805.0,22,3,307,1,5452.169999999996,1,5,High-Value
66,16265.0,8,3,260,1,5423.150000000002,1,5,High-Value
67,17865.0,30,3,389,1,10158.539999999994,1,5,High-Value
68,16873.0,4,3,289,1,7066.309999999998,1,5,High-Value
69,16923.0,11,3,696,1,6666.829999999986,1,5,High-Value
70,13668.0,2,3,501,1,6216.069999999984,1,5,High-Value
71,15547.0,6,3,702,1,4954.839999999991,1,5,High-Value
72,15044.0,18,3,461,1,7629.3799999999965,1,5,High-Value
73,14505.0,16,3,803,1,5818.699999999986,1,5,High-Value
74,13209.0,29,3,329,1,5820.16,1,5,High-Value
75,17338.0,16,3,757,1,6612.179999999995,1,5,High-Value
76,15159.0,1,3,720,1,18573.68000000001,1,5,High-Value
77,14961.0,10,3,317,1,7006.580000000002,1,5,High-Value
78,14057.0,23,3,291,1,6147.4000000000015,1,5,High-Value
79,13178.0,25,3,265,1,5725.470000000003,1,5,High-Value
80,14415.0,0,3,612,1,5811.559999999999,1,5,High-Value
81,13097.0,32,3,437,1,5893.319999999993,1,5,High-Value
82,13458.0,6,3,394,1,9537.919999999998,1,5,High-Value
83,15727.0,16,3,302,1,5178.960000000001,1,5,High-Value
84,15290.0,4,3,212,1,7803.77,1,5,High-Value
85,15615.0,9,3,429,1,10360.03999999999,1,5,High-Value
86,16705.0,0,3,284,1,13946.129999999988,1,5,High-Value
87,16746.0,4,3,452,1,6694.310000000009,1,5,High-Value
88,14709.0,14,3,197,1,4911.140000000007,1,5,High-Value
89,13534.0,1,3,342,1,5613.080000000015,1,5,High-Value
90,14735.0,3,3,205,1,5807.69,1,5,High-Value
91,18223.0,1,3,299,1,6315.230000000003,1,5,High-Value
92,16945.0,21,3,249,1,4345.500000000007,1,5,High-Value
93,13004.0,11,3,409,1,5613.429999999999,1,5,High-Value
94,17315.0,0,3,487,1,6204.459999999995,1,5,High-Value
95,15046.0,8,3,207,1,5064.01,1,5,High-Value
96,18226.0,38,3,245,1,5192.100000000004,1,5,High-Value
97,14755.0,9,3,237,1,4965.379999999999,1,5,High-Value
98,17365.0,12,3,468,1,4801.559999999999,1,5,High-Value
99,15189.0,0,3,232,1,15802.140000000009,1,5,High-Value
100,17364.0,0,3,414,1,4455.729999999996,1,5,High-Value
101,14329.0,8,3,269,1,4928.740000000004,1,5,High-Value
102,16843.0,42,3,379,1,10183.820000000007,1,5,High-Value
103,13001.0,3,3,342,1,9797.920000000013,1,5,High-Value
104,17730.0,2,3,220,1,5288.829999999997,1,5,High-Value
105,17602.0,1,3,565,1,5050.769999999997,1,5,High-Value
106,14895.0,7,3,506,1,11020.260000000007,1,5,High-Value
107,16133.0,3,3,365,1,14305.66,1,5,High-Value
108,14049.0,16,3,505,1,5639.149999999996,1,5,High-Value
109,16767.0,30,3,222,1,5580.599999999999,1,5,High-Value
110,16523.0,1,3,298,1,9295.670000000007,1,5,High-Value
111,13709.0,3,3,346,1,6249.110000000003,1,5,High-Value
112,15144.0,7,3,218,1,6530.040000000007,1,5,High-Value
113,13871.0,22,3,338,1,6389.800000000004,1,5,High-Value
114,14194.0,4,3,604,1,11216.74999999999,1,5,High-Value
115,17613.0,22,3,319,1,4509.37,1,5,High-Value
116,14562.0,3,3,446,1,4709.22,1,5,High-Value
117,17686.0,6,3,286,1,5739.460000000007,1,5,High-Value
118,13018.0,15,3,459,1,7272.749999999996,1,5,High-Value
119,15382.0,14,3,306,1,5927.859999999999,1,5,High-Value
120,18172.0,14,3,197,1,7490.170000000001,1,5,High-Value
121,17139.0,15,3,487,1,10585.569999999985,1,5,High-Value
122,16187.0,31,3,297,1,6841.239999999998,1,5,High-Value
123,17426.0,3,3,272,1,5022.259999999998,1,5,High-Value
124,17416.0,29,3,271,1,6838.340000000002,1,5,High-Value
125,17652.0,24,3,270,1,4737.1299999999965,1,5,High-Value
126,17107.0,32,3,421,1,10380.429999999995,1,5,High-Value
127,14367.0,7,3,533,1,9167.820000000007,1,5,High-Value
128,17049.0,2,3,322,1,5594.780000000006,1,5,High-Value
129,15150.0,16,3,344,1,5303.969999999995,1,5,High-Value
130,17716.0,22,3,254,1,5505.790000000001,1,5,High-Value
131,13985.0,3,3,353,1,7024.530000000005,1,5,High-Value
132,15249.0,31,3,358,1,6657.360000000006,1,5,High-Value
133,17719.0,37,3,278,1,5367.800000000004,1,5,High-Value
134,16609.0,14,3,280,1,5450.960000000006,1,5,High-Value
135,14286.0,23,3,285,1,4595.809999999998,1,5,High-Value
136,16729.0,35,3,668,1,7076.279999999985,1,5,High-Value
137,14191.0,1,3,263,1,4660.010000000002,1,5,High-Value
138,15152.0,9,3,278,1,4684.240000000001,1,5,High-Value
139,15786.0,43,3,280,1,4834.200000000004,1,5,High-Value
140,15301.0,50,2,247,1,5028.119999999999,1,4,Mid-Value
141,16745.0,86,2,358,1,7170.700000000005,1,4,Mid-Value
142,16984.0,77,2,418,1,4392.419999999996,1,4,Mid-Value
143,17509.0,57,2,369,1,6100.740000000002,1,4,Mid-Value
144,13093.0,266,0,170,0,7741.47,1,1,Low-Value
145,15032.0,255,0,55,0,4464.0999999999985,1,1,Low-Value
146,15291.0,25,3,109,0,4596.510000000002,1,4,Mid-Value
147,17809.0,15,3,64,0,4627.619999999998,1,4,Mid-Value
148,16210.0,1,3,123,0,21086.299999999996,1,4,Mid-Value
149,18229.0,11,3,164,0,7276.900000000001,1,4,Mid-Value
150,13576.0,9,3,130,0,6703.3,1,4,Mid-Value
151,13090.0,8,3,161,0,8689.390000000003,1,4,Mid-Value
152,15694.0,0,3,79,0,6423.5999999999985,1,4,Mid-Value
153,13941.0,21,3,47,0,4912.41,1,4,Mid-Value
154,14135.0,1,3,134,0,4690.31,1,4,Mid-Value
155,15955.0,23,3,185,0,4389.810000000001,1,4,Mid-Value
156,15738.0,18,3,176,0,4788.769999999996,1,4,Mid-Value
157,17381.0,8,3,110,0,20272.42999999999,1,4,Mid-Value
158,15093.0,17,3,112,0,4410.139999999998,1,4,Mid-Value
159,17396.0,38,3,27,0,7330.800000000001,1,4,Mid-Value
160,15465.0,19,3,104,0,6945.02,1,4,Mid-Value
161,16353.0,3,3,94,0,6675.709999999997,1,4,Mid-Value
162,13756.0,1,3,143,0,5145.119999999995,1,4,Mid-Value
163,13199.0,3,3,120,0,9803.960000000003,1,4,Mid-Value
164,14952.0,45,3,149,0,7912.79,1,4,Mid-Value
165,14866.0,10,3,103,0,14197.450000000008,1,4,Mid-Value
166,18092.0,1,3,90,0,9065.760000000002,1,4,Mid-Value
167,13854.0,8,3,114,0,8025.0199999999995,1,4,Mid-Value
168,16656.0,21,3,80,0,8568.24,1,4,Mid-Value
169,12989.0,2,3,68,0,6854.509999999997,1,4,Mid-Value
170,14062.0,9,3,111,0,10464.85,1,4,Mid-Value
171,13225.0,2,3,34,0,6083.040000000002,1,4,Mid-Value
172,16701.0,8,3,154,0,5150.270000000002,1,4,Mid-Value
173,13324.0,31,3,77,0,7072.799999999994,1,4,Mid-Value
174,16191.0,2,3,151,0,4913.32,1,4,Mid-Value
175,15482.0,15,3,127,0,6568.719999999998,1,4,Mid-Value
176,16985.0,16,3,121,0,5461.620000000001,1,4,Mid-Value
177,17306.0,10,3,69,0,8600.730000000005,1,4,Mid-Value
178,14944.0,29,3,172,0,5842.950000000003,1,4,Mid-Value
179,13629.0,22,3,59,0,7792.36,1,4,Mid-Value
180,16532.0,17,3,4,0,6748.8,1,4,Mid-Value
181,14258.0,8,3,112,0,12650.079999999996,1,4,Mid-Value
182,18198.0,3,3,166,0,5083.060000000003,1,4,Mid-Value
183,16303.0,25,3,167,0,5305.829999999999,1,4,Mid-Value
184,14292.0,7,3,108,0,4819.329999999998,1,4,Mid-Value
185,15218.0,10,3,166,0,5756.890000000001,1,4,Mid-Value
186,13881.0,2,3,180,0,16989.519999999993,1,4,Mid-Value
187,16126.0,28,3,117,0,6287.770000000002,1,4,Mid-Value
188,15903.0,9,3,75,0,5126.34,1,4,Mid-Value
189,14004.0,42,3,171,0,4582.639999999999,1,4,Mid-Value
190,13340.0,44,3,134,0,10736.47999999999,1,4,Mid-Value
191,15125.0,24,3,140,0,11117.050000000001,1,4,Mid-Value
192,12901.0,8,3,125,0,16293.099999999997,1,4,Mid-Value
193,12955.0,0,3,183,0,4734.259999999999,1,4,Mid-Value
194,14110.0,3,3,157,0,5669.65,1,4,Mid-Value
195,16672.0,1,3,117,0,8093.589999999999,1,4,Mid-Value
196,16626.0,0,3,184,0,4379.6500000000015,1,4,Mid-Value
197,17133.0,15,3,27,0,4892.240000000001,1,4,Mid-Value
198,14607.0,15,3,114,0,11341.100000000002,1,4,Mid-Value
199,13139.0,15,3,174,0,5055.790000000004,1,4,Mid-Value
200,13316.0,36,3,88,0,5815.490000000002,1,4,Mid-Value
201,15251.0,8,3,121,0,10327.109999999999,1,4,Mid-Value
202,16258.0,44,3,135,0,5203.51,1,4,Mid-Value
203,15187.0,1,3,93,0,4670.080000000001,1,4,Mid-Value
204,12830.0,37,3,39,0,6748.4000000000015,1,4,Mid-Value
205,18139.0,16,3,162,0,8393.219999999996,1,4,Mid-Value
206,16000.0,2,3,9,0,12393.7,1,4,Mid-Value
207,13027.0,113,2,26,0,6912.0,1,3,Mid-Value
208,12939.0,63,2,47,0,11581.8,1,3,Mid-Value
209,15939.0,89,2,77,0,6102.259999999999,1,3,Mid-Value
210,14101.0,73,2,35,0,5976.79,1,3,Mid-Value
211,16182.0,71,2,28,0,6617.650000000001,1,3,Mid-Value
212,15874.0,62,2,137,0,4330.670000000001,1,3,Mid-Value
213,16652.0,53,2,123,0,6654.26,1,3,Mid-Value
214,16180.0,99,2,176,0,10217.480000000001,1,3,Mid-Value
215,17061.0,73,2,101,0,5116.129999999999,1,3,Mid-Value
216,16553.0,162,1,86,0,5664.569999999999,1,2,Low-Value
217,12980.0,155,1,24,0,7092.06,1,2,Low-Value
218,15749.0,234,1,15,0,21535.9,1,2,Low-Value
219,14527.0,2,3,1011,2,7711.379999999953,1,6,High-Value
220,14606.0,0,3,2782,2,11713.850000000064,1,6,High-Value
221,16033.0,5,3,1152,2,8727.609999999988,1,6,High-Value
222,16931.0,4,3,898,2,4604.2199999999875,1,6,High-Value
223,18118.0,10,3,1284,2,5595.76999999997,1,6,High-Value
224,15555.0,11,3,925,2,4758.199999999989,1,6,High-Value
225,15039.0,9,3,1508,2,19786.43999999997,1,6,High-Value
226,14796.0,0,3,1165,2,7839.5099999999775,1,6,High-Value
227,15005.0,15,3,1160,2,6180.489999999992,1,6,High-Value
228,14159.0,19,3,1212,2,4678.299999999991,1,6,High-Value
229,14769.0,2,3,1094,2,10641.600000000006,1,6,High-Value
230,15719.0,32,3,938,2,5043.959999999997,1,6,High-Value
231,17811.0,3,3,872,2,7677.709999999991,1,6,High-Value
232,13263.0,0,3,1677,2,7454.069999999956,1,6,High-Value
233,14056.0,0,3,1128,2,8124.399999999982,1,6,High-Value
234,15808.0,305,0,210,1,3724.7700000000013,0,1,Low-Value
235,13047.0,31,3,196,1,3079.1000000000013,0,4,Mid-Value
236,13448.0,16,3,199,1,3465.6700000000023,0,4,Mid-Value
237,17920.0,3,3,696,1,4204.0999999999885,0,4,Mid-Value
238,17377.0,23,3,419,1,3925.919999999996,0,4,Mid-Value
239,17346.0,3,3,503,1,2611.58,0,4,Mid-Value
240,14092.0,7,3,217,1,4063.100000000003,0,4,Mid-Value
241,15752.0,39,3,412,1,2628.9300000000026,0,4,Mid-Value
242,14388.0,8,3,191,1,3172.040000000002,0,4,Mid-Value
243,18041.0,11,3,474,1,4161.139999999996,0,4,Mid-Value
244,15544.0,8,3,261,1,3542.5099999999948,0,4,Mid-Value
245,14449.0,18,3,258,1,907.0999999999999,0,4,Mid-Value
246,16186.0,22,3,219,1,3991.9400000000032,0,4,Mid-Value
247,17228.0,15,3,208,1,1906.0900000000015,0,4,Mid-Value
248,14395.0,1,3,353,1,3471.9100000000008,0,4,Mid-Value
249,17961.0,20,3,249,1,1296.4400000000012,0,4,Mid-Value
250,12841.0,4,3,439,1,3876.399999999998,0,4,Mid-Value
251,16905.0,4,3,209,1,3085.4799999999996,0,4,Mid-Value
252,16891.0,1,3,203,1,809.7000000000002,0,4,Mid-Value
253,14723.0,9,3,278,1,1158.3,0,4,Mid-Value
254,17954.0,4,3,489,1,2295.370000000001,0,4,Mid-Value
255,17238.0,2,3,566,1,3744.65,0,4,Mid-Value
256,15708.0,40,3,297,1,3329.719999999999,0,4,Mid-Value
257,15351.0,11,3,233,1,1862.140000000001,0,4,Mid-Value
258,13069.0,0,3,470,1,3717.819999999998,0,4,Mid-Value
259,16241.0,9,3,662,1,2607.8700000000067,0,4,Mid-Value
260,14800.0,47,3,392,1,4236.339999999998,0,4,Mid-Value
261,14810.0,40,3,255,1,2087.879999999999,0,4,Mid-Value
262,17059.0,29,3,516,1,3095.0399999999995,0,4,Mid-Value
263,16327.0,13,3,319,1,3844.22,0,4,Mid-Value
264,17211.0,26,3,213,1,2299.670000000001,0,4,Mid-Value
265,15570.0,6,3,330,1,4109.97,0,4,Mid-Value
266,16393.0,1,3,358,1,2941.0500000000025,0,4,Mid-Value
267,15426.0,18,3,300,1,1429.9,0,4,Mid-Value
268,15867.0,4,3,463,1,3797.7899999999986,0,4,Mid-Value
269,14506.0,16,3,316,1,2012.1700000000012,0,4,Mid-Value
270,17965.0,37,3,329,1,2622.569999999998,0,4,Mid-Value
271,13174.0,15,3,314,1,2817.0300000000007,0,4,Mid-Value
272,16719.0,14,3,203,1,1773.9200000000008,0,4,Mid-Value
273,17596.0,22,3,270,1,2827.929999999999,0,4,Mid-Value
274,17019.0,10,3,234,1,1272.6100000000013,0,4,Mid-Value
275,16710.0,18,3,402,1,2483.04,0,4,Mid-Value
276,15984.0,2,3,275,1,2816.9700000000007,0,4,Mid-Value
277,15356.0,30,3,519,1,2766.499999999999,0,4,Mid-Value
278,17191.0,27,3,237,1,2095.1300000000015,0,4,Mid-Value
279,17218.0,3,3,274,1,1960.7200000000003,0,4,Mid-Value
280,16782.0,9,3,197,1,2242.25,0,4,Mid-Value
281,15021.0,8,3,479,1,1872.2800000000025,0,4,Mid-Value
282,17091.0,2,3,198,1,3802.8100000000018,0,4,Mid-Value
283,16904.0,3,3,710,1,3754.2699999999986,0,4,Mid-Value
284,15858.0,15,3,191,1,1438.8500000000008,0,4,Mid-Value
285,17419.0,10,3,208,1,4200.969999999999,0,4,Mid-Value
286,17870.0,1,3,280,1,1889.400000000002,0,4,Mid-Value
287,18077.0,7,3,227,1,2633.009999999999,0,4,Mid-Value
288,15750.0,2,3,295,1,2451.229999999999,0,4,Mid-Value
289,15529.0,22,3,674,1,3967.779999999997,0,4,Mid-Value
290,16016.0,2,3,237,1,1483.3100000000013,0,4,Mid-Value
291,15298.0,1,3,194,1,3774.1000000000013,0,4,Mid-Value
292,14030.0,17,3,243,1,2360.0899999999997,0,4,Mid-Value
293,16011.0,7,3,212,1,3362.7100000000023,0,4,Mid-Value
294,16717.0,8,3,236,1,3278.36,0,4,Mid-Value
295,15271.0,6,3,275,1,2485.820000000002,0,4,Mid-Value
296,16255.0,16,3,274,1,2609.2999999999993,0,4,Mid-Value
297,17576.0,7,3,417,1,3457.7799999999975,0,4,Mid-Value
298,14713.0,8,3,341,1,2664.2599999999998,0,4,Mid-Value
299,14702.0,0,3,348,1,3250.639999999998,0,4,Mid-Value
300,13230.0,3,3,612,1,2763.4100000000008,0,4,Mid-Value
301,17530.0,0,3,394,1,2385.0000000000023,0,4,Mid-Value
302,17827.0,4,3,220,1,1995.460000000001,0,4,Mid-Value
303,14419.0,10,3,206,1,1058.0600000000002,0,4,Mid-Value
304,13148.0,28,3,347,1,3348.4799999999996,0,4,Mid-Value
305,15514.0,11,3,218,1,2963.1900000000014,0,4,Mid-Value
306,17220.0,23,3,472,1,3198.2500000000027,0,4,Mid-Value
307,17372.0,40,3,253,1,1342.6800000000012,0,4,Mid-Value
308,14684.0,25,3,421,1,1236.2800000000013,0,4,Mid-Value
309,15998.0,36,3,509,1,3084.1699999999987,0,4,Mid-Value
310,13198.0,9,3,229,1,3384.0899999999974,0,4,Mid-Value
311,13999.0,9,3,212,1,3865.2600000000034,0,4,Mid-Value
312,14498.0,42,3,193,1,1957.3200000000004,0,4,Mid-Value
313,17231.0,11,3,546,1,3127.820000000003,0,4,Mid-Value
314,17799.0,21,3,410,1,3026.0799999999967,0,4,Mid-Value
315,17611.0,3,3,582,1,3947.8699999999994,0,4,Mid-Value
316,14525.0,8,3,298,1,4221.369999999997,0,4,Mid-Value
317,14524.0,31,3,203,1,1867.6800000000007,0,4,Mid-Value
318,16458.0,2,3,202,1,3482.7400000000002,0,4,Mid-Value
319,12867.0,25,3,551,1,3986.2199999999953,0,4,Mid-Value
320,16145.0,8,3,237,1,3741.9799999999955,0,4,Mid-Value
321,17449.0,1,3,279,1,2504.8599999999997,0,4,Mid-Value
322,14426.0,18,3,264,1,3918.9000000000005,0,4,Mid-Value
323,13266.0,10,3,202,1,3717.6699999999996,0,4,Mid-Value
324,16670.0,16,3,262,1,4022.4600000000028,0,4,Mid-Value
325,16743.0,28,3,193,1,2191.8400000000006,0,4,Mid-Value
326,15532.0,24,3,263,1,1517.0800000000029,0,4,Mid-Value
327,14146.0,8,3,245,1,2949.57,0,4,Mid-Value
328,16686.0,46,3,588,1,3043.4799999999987,0,4,Mid-Value
329,14099.0,15,3,252,1,3092.9700000000003,0,4,Mid-Value
330,15034.0,15,3,400,1,4277.659999999998,0,4,Mid-Value
331,17593.0,3,3,215,1,3911.5599999999995,0,4,Mid-Value
332,12957.0,3,3,244,1,3979.0400000000022,0,4,Mid-Value
333,13680.0,0,3,216,1,2202.3099999999995,0,4,Mid-Value
334,14221.0,41,3,194,1,3427.849999999999,0,4,Mid-Value
335,14653.0,0,3,237,1,1947.5499999999997,0,4,Mid-Value
336,16771.0,32,3,255,1,2246.8100000000013,0,4,Mid-Value
337,17634.0,35,3,297,1,2361.9700000000034,0,4,Mid-Value
338,18283.0,3,3,756,1,2094.880000000003,0,4,Mid-Value
339,15059.0,40,3,239,1,1325.8200000000006,0,4,Mid-Value
340,16326.0,5,3,320,1,3085.9600000000046,0,4,Mid-Value
341,13451.0,25,3,444,1,2916.45,0,4,Mid-Value
342,16791.0,28,3,322,1,1706.2800000000022,0,4,Mid-Value
343,16655.0,17,3,261,1,3794.519999999997,0,4,Mid-Value
344,14587.0,18,3,384,1,1598.2400000000007,0,4,Mid-Value
345,14040.0,40,3,241,1,3542.1899999999996,0,4,Mid-Value
346,13614.0,23,3,201,1,1610.460000000001,0,4,Mid-Value
347,15033.0,4,3,513,1,2571.020000000001,0,4,Mid-Value
348,16401.0,0,3,198,1,4061.239999999999,0,4,Mid-Value
349,13700.0,25,3,197,1,2265.119999999999,0,4,Mid-Value
350,18069.0,25,3,472,1,2021.8200000000004,0,4,Mid-Value
351,17609.0,40,3,238,1,1103.9200000000003,0,4,Mid-Value
352,13527.0,33,3,224,1,2263.76,0,4,Mid-Value
353,15296.0,43,3,200,1,3610.3100000000004,0,4,Mid-Value
354,14572.0,2,3,273,1,2803.690000000001,0,4,Mid-Value
355,17769.0,12,3,313,1,3960.6299999999997,0,4,Mid-Value
356,15443.0,1,3,385,1,3212.159999999999,0,4,Mid-Value
357,13742.0,16,3,323,1,3102.420000000001,0,4,Mid-Value
358,17673.0,0,3,228,1,1622.2200000000016,0,4,Mid-Value
359,17861.0,2,3,223,1,2059.2000000000007,0,4,Mid-Value
360,14534.0,2,3,558,1,4075.349999999999,0,4,Mid-Value
361,16409.0,35,3,232,1,2028.8800000000017,0,4,Mid-Value
362,15910.0,0,3,267,1,1232.1799999999996,0,4,Mid-Value
363,14701.0,10,3,350,1,2486.219999999999,0,4,Mid-Value
364,18125.0,29,3,197,1,1141.3399999999992,0,4,Mid-Value
365,14659.0,8,3,259,1,2456.5300000000007,0,4,Mid-Value
366,17463.0,15,3,219,1,1881.3600000000017,0,4,Mid-Value
367,14502.0,19,3,631,1,2351.02,0,4,Mid-Value
368,18145.0,12,3,221,1,2861.5500000000006,0,4,Mid-Value
369,15058.0,24,3,276,1,2124.9900000000025,0,4,Mid-Value
370,16110.0,44,3,354,1,1337.4800000000016,0,4,Mid-Value
371,14044.0,26,3,209,1,652.8199999999993,0,4,Mid-Value
372,16938.0,8,3,242,1,1903.1300000000012,0,4,Mid-Value
373,13137.0,10,3,705,1,3605.0799999999995,0,4,Mid-Value
374,14410.0,15,3,287,1,576.2999999999998,0,4,Mid-Value
375,15114.0,29,3,197,1,2760.5599999999977,0,4,Mid-Value
376,17348.0,14,3,215,1,1159.5200000000011,0,4,Mid-Value
377,14530.0,25,3,216,1,2925.910000000001,0,4,Mid-Value
378,16115.0,9,3,284,1,1667.9700000000018,0,4,Mid-Value
379,17323.0,14,3,204,1,908.9900000000005,0,4,Mid-Value
380,16592.0,3,3,222,1,4073.2799999999993,0,4,Mid-Value
381,13610.0,11,3,228,1,1115.4300000000005,0,4,Mid-Value
382,15676.0,8,3,216,1,3324.09,0,4,Mid-Value
383,15622.0,2,3,214,1,3224.5300000000016,0,4,Mid-Value
384,14903.0,20,3,364,1,2744.4800000000005,0,4,Mid-Value
385,14499.0,25,3,194,1,815.32,0,4,Mid-Value
386,15572.0,4,3,215,1,2552.86,0,4,Mid-Value
387,16242.0,7,3,295,1,3598.260000000001,0,4,Mid-Value
388,13975.0,30,3,340,1,2503.2299999999996,0,4,Mid-Value
389,14730.0,0,3,501,1,2005.0600000000063,0,4,Mid-Value
390,16712.0,8,3,447,1,3645.4299999999957,0,4,Mid-Value
391,16426.0,1,3,372,1,1908.2500000000002,0,4,Mid-Value
392,14291.0,1,3,238,1,3873.2999999999984,0,4,Mid-Value
393,15493.0,32,3,299,1,1967.250000000005,0,4,Mid-Value
394,16005.0,11,3,218,1,615.389999999999,0,4,Mid-Value
395,13268.0,17,3,447,1,3167.639999999999,0,4,Mid-Value
396,14422.0,0,3,222,1,4263.64,0,4,Mid-Value
397,17725.0,15,3,198,1,3371.1300000000006,0,4,Mid-Value
398,15861.0,11,3,547,1,3000.360000000001,0,4,Mid-Value
399,14071.0,3,3,333,1,1307.4100000000026,0,4,Mid-Value
400,16728.0,45,3,269,1,1054.6699999999996,0,4,Mid-Value
401,14711.0,9,3,359,1,2838.199999999997,0,4,Mid-Value
402,13736.0,4,3,194,1,724.0,0,4,Mid-Value
403,17625.0,17,3,315,1,2047.0000000000011,0,4,Mid-Value
404,15521.0,35,3,200,1,2574.650000000001,0,4,Mid-Value
405,13988.0,19,3,239,1,4098.800000000001,0,4,Mid-Value
406,16657.0,9,3,208,1,933.6199999999995,0,4,Mid-Value
407,13571.0,12,3,341,1,2092.32,0,4,Mid-Value
408,12949.0,30,3,219,1,4143.020000000001,0,4,Mid-Value
409,17758.0,18,3,412,1,3456.7000000000025,0,4,Mid-Value
410,14719.0,1,3,238,1,1592.1800000000007,0,4,Mid-Value
411,14546.0,3,3,417,1,2487.0200000000023,0,4,Mid-Value
412,14446.0,0,3,293,1,1039.5800000000008,0,4,Mid-Value
413,13232.0,12,3,207,1,1357.6000000000015,0,4,Mid-Value
414,17160.0,30,3,229,1,3518.0299999999993,0,4,Mid-Value
415,16348.0,31,3,235,1,1469.4500000000005,0,4,Mid-Value
416,13735.0,24,3,208,1,2766.179999999997,0,4,Mid-Value
417,15436.0,11,3,329,1,1122.5300000000007,0,4,Mid-Value
